AREA,AREA_TITLE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2121,Glaziers,detailed,90,28,0.098,0.28,,,9.93,20650,3.6,8.5,8.69,9.97,10.18,11.76,17680,18080,20750,21160,24460,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,150,31.2,0.159,0.63,,,11.73,24390,13.6,9.15,9.15,10,11.76,14.11,19030,19030,20800,24460,29350,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,420,31.6,6.52,4.59,,,19.82,41230,5.5,13.96,16.91,21.13,22.34,23.4,29030,35170,43950,46470,48670,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,560,10.5,0.602,0.42,,,13.5,28080,2.2,9.45,10.35,11.32,15,18.88,19660,21530,23540,31200,39270,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,40,16.2,1.261,0.89,,,20.63,42920,3.3,14.5,16.47,19.91,23.21,29.97,30160,34260,41410,48270,62340,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2151,Pipelayers,detailed,180,14.2,0.198,0.86,,,13.45,27970,1.8,10.15,11.13,12.72,16.13,17.61,21110,23150,26460,33550,36630,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,300,13.9,4.586,1.6,,,19.48,40520,2.4,17.05,18,18.25,22.31,23.37,35460,37450,37960,46400,48600,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,690,10.1,0.742,0.26,,,13.38,27820,2.3,9.73,10.98,12.62,14.24,17.99,20250,22830,26250,29620,37430,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,**,**,**,**,,,26.03,54140,7.4,14.96,20.29,24.76,30.5,35.07,31110,42200,51490,63440,72950,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,430,11.8,6.648,58.03,,,16.98,35320,0.4,16.73,16.73,16.89,16.96,17.35,34800,34800,35130,35280,36100,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,80,34.8,0.083,0.73,,,9.71,20200,12.5,8.5,8.5,8.5,9.29,14.43,17680,17680,17680,19320,30020,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,60,17.8,1.813,15.82,,,19.89,41380,3.5,16.37,18.32,20.74,20.74,20.9,34050,38110,43130,43140,43460,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,40,43.7,0.677,0.76,,,16.31,33920,3.6,12.41,15.41,15.41,17.85,19.46,25810,32040,32040,37140,40470,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,360,12.7,0.384,0.43,,,12.85,26720,3.9,9.62,10.5,14.25,14.52,14.66,20010,21830,29640,30200,30480,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,40,32.4,1.279,1.44,,,18.4,38260,8.2,11.36,16.23,18.57,19.33,23.44,23630,33760,38620,40200,48760,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,120,24.4,1.789,2.34,,,20.44,42520,0.7,18.19,18.36,20.8,20.97,23.08,37840,38190,43270,43620,48010,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,220,33.4,0.236,0.31,,,13.34,27750,4.7,8.84,10.8,13.02,15.03,19.03,18400,22470,27080,31260,39580,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-2221,Structural Iron and Steel Workers,detailed,110,26.4,1.739,4.14,,,17.34,36070,3.4,14.27,15,17.02,18.57,21.28,29680,31200,35400,38620,44250,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2221,Structural Iron and Steel Workers,detailed,350,16.2,0.382,0.91,,,12.67,26350,2,9.92,11.5,12.58,13.41,15.13,20640,23920,26170,27900,31460,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-2231,Solar Photovoltaic Installers,detailed,1290,20.8,1.391,8.62,,,11.28,23460,1.8,9.74,9.74,10.38,11.85,14.18,20260,20260,21580,24640,29500,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-2231,Solar Photovoltaic Installers,detailed,**,**,**,**,,,32.55,67710,22.3,19.39,31.9,31.91,36.99,36.99,40320,66360,66360,76930,76940,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-3012,Helpers--Carpenters,detailed,1230,13.8,1.322,9.22,,,11.25,23390,2.5,9.13,9.75,10.59,12.15,13.7,18990,20280,22040,25280,28490,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,60,31.8,0.869,1.92,,,15.14,31480,3.1,12,13.32,15,17.1,17.3,24960,27710,31200,35560,35990,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,1530,11.4,1.645,3.64,,,11.66,24250,2.3,8.77,9.6,10.69,12.72,14.2,18240,19970,22240,26450,29540,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,40,24.4,1.211,2.68,,,19.47,40490,1.3,17.06,18,18.38,20.75,21.56,35490,37440,38230,43160,44840,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,**,**,**,**,,,16.95,35260,10.6,15.47,17.14,17.14,17.15,18.05,32180,35650,35650,35680,37540,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,70,37.6,1.153,3.87,,,14.09,29300,9.4,10.07,11.41,15.48,16.33,16.35,20950,23740,32200,33970,34000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,530,21,0.572,1.92,,,10.56,21960,3.8,8.78,9.07,9.47,11.26,13.61,18270,18860,19690,23430,28320,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,30,27.8,0.495,2.76,,,16.12,33520,4,14.21,15.37,15.76,15.76,17.79,29570,31970,32780,32780,37010,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,970,9.3,1.048,5.84,,,10.53,21900,0.9,9.09,9.6,9.74,10.65,11.84,18900,19970,20260,22160,24630,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,40,12,0.592,0.67,,,25.24,52500,4.7,15.51,19.33,27.3,29.92,33.31,32260,40210,56780,62230,69280,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,540,2.7,0.585,0.66,,,18.14,37730,1.3,9.49,10.99,13.61,22.85,35.43,19740,22870,28300,47530,73690,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-4021,Elevator and Escalator Installers and Repairers,detailed,210,24.5,0.225,1.42,,,17.23,35830,17.2,8.5,13.51,17.75,19.44,23.85,17680,28100,36920,40440,49600,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-4041,Hazardous Materials Removal Workers,detailed,30,16.8,0.519,1.58,,,26.86,55880,14.5,16.92,19.59,25.93,32.58,39.35,35200,40760,53930,67760,81860,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-4041,Hazardous Materials Removal Workers,detailed,**,**,**,**,,,17.15,35670,9.6,10.5,14.9,18.75,19.12,20.15,21840,30980,39000,39760,41920,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,4040,1.7,4.352,4.38,,,12.06,25090,1.5,8.5,8.53,9.29,9.59,23.23,17680,17740,19320,19940,48320,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,**,**,**,**,,,22.02,45800,2.1,16.5,16.83,20.55,25.94,27.15,34320,35010,42740,53960,56470,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-4090,Miscellaneous Construction and Related Workers,detailed,60,33,0.059,0.31,,,10.31,21430,5.7,8.8,9.42,10.49,11.37,11.37,18290,19580,21820,23650,23650,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,120,28.3,0.13,0.61,,,11.61,24150,4.3,9.74,10.09,10.49,12.89,14.94,20270,20990,21830,26820,31080,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,30,29.6,0.032,1.06,,,12.49,25980,19.8,9.06,9.4,9.4,16.02,20.87,18830,19550,19550,33330,43410,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,3380,2.9,52.262,1.33,,,19.29,40130,1.3,10.68,13.23,17.18,23.22,30.18,22210,27520,35730,48300,62770,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,34250,1.8,36.901,0.94,,,14.22,29590,0.7,8.72,9.64,11.48,16.98,23.11,18130,20050,23880,35310,48070,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,1530,4.1,45.455,1.15,,,23.51,48900,1.5,13.5,16.61,21.55,27.71,35.22,28080,34550,44820,57630,73260,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,330,4.5,5.037,1.3,,,24.17,50270,1.9,13.43,16.3,23.16,30.09,37.73,27920,33900,48180,62580,78480,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,3060,3.8,3.298,0.85,,,22.4,46580,1.5,11.31,14.81,21.63,27.94,36.49,23530,30790,44990,58120,75900,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,230,7.9,6.747,1.74,,,33.62,69940,3.3,20.73,24.17,29.5,40.53,55.94,43120,50270,61360,84290,116360,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,40,21.1,0.639,1.25,,,14.39,29940,14.8,10.64,10.65,11.66,15,21.17,22130,22150,24250,31200,44030,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,250,23.6,0.265,0.52,,,13.35,27760,7.6,9.12,9.67,11.6,15.17,19.81,18970,20110,24120,31550,41210,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,230,36.8,0.247,3.17,,,14.05,29230,15,8.54,9.29,11.92,18.56,23.51,17760,19320,24790,38610,48900,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,860,12.8,0.929,0.88,,,15.98,33240,6.3,9.74,11.02,14.63,17.2,23.02,20270,22920,30430,35780,47880,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,40,19.9,1.276,1.21,,,22.12,46000,7.8,14.95,19.05,21.72,27.42,27.76,31090,39630,45170,57030,57740,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2091,Avionics Technicians,detailed,80,37.4,0.083,0.6,,,16.55,34430,16.1,10.28,10.29,13.78,20.2,31.4,21390,21390,28650,42020,65320,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,200,43.8,0.218,2.07,,,14.06,29250,6.1,9.46,10.13,14.23,16.86,17.87,19680,21070,29600,35060,37160,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,160,15,0.176,0.46,,,16.6,34530,2.7,10,12.93,15.55,19.92,27.96,20800,26900,32350,41430,58170,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,220,5.6,0.233,1.43,,,18.15,37750,2.5,14.82,14.97,18.01,19.96,23.85,30830,31140,37450,41520,49600,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,270,36.2,0.286,4.88,,,9.52,19800,2.8,8.5,8.76,9.75,9.75,9.95,17680,18210,20280,20280,20700,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2097,Audiovisual Equipment Installers and Repairers,detailed,230,30.5,0.243,1.49,,,12.43,25850,7.5,9.75,10.75,13.34,14.13,14.74,20280,22360,27750,29390,30660,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-2098,Security and Fire Alarm Systems Installers,detailed,90,19.8,1.455,2.64,,,16.66,34660,6.8,11.15,12.59,15.24,20.45,22.9,23190,26190,31700,42530,47630,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-2098,Security and Fire Alarm Systems Installers,detailed,630,23.4,0.684,1.24,,,12.97,26970,3.9,9.33,10.42,12.09,14.16,17.83,19400,21680,25150,29450,37080,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3011,Aircraft Mechanics and Service Technicians,detailed,670,6.9,0.723,0.8,,,16.8,34950,2.6,10.15,11.07,14.33,21.62,25.07,21120,23030,29810,44980,52150,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3021,Automotive Body and Related Repairers,detailed,480,8.2,0.514,0.51,,,12.07,25100,7.8,8.5,8.6,8.93,13.79,20,17680,17890,18580,28690,41600,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-3023,Automotive Service Technicians and Mechanics,detailed,210,13.2,3.171,0.71,,,17.39,36170,4.8,10.13,12.42,17.4,22.08,26.22,21060,25830,36180,45920,54530,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3023,Automotive Service Technicians and Mechanics,detailed,3240,5.1,3.486,0.78,,,11.47,23850,2,8.53,8.84,10.07,12.35,16.27,17740,18390,20950,25680,33840,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-3023,Automotive Service Technicians and Mechanics,detailed,130,14.9,3.913,0.88,,,20.75,43150,3.8,11.02,15.48,20.23,24.65,29.33,22930,32200,42070,51260,61000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,1010,6.9,1.087,0.58,,,13.88,28860,3.2,9.29,10.66,12.63,16.17,18.88,19320,22180,26260,33630,39260,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,180,5.9,2.744,2.35,,,21.77,45280,1.2,16.67,18.87,20.41,24.27,28.29,34670,39240,42440,50470,58850,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,190,16,0.204,0.17,,,17,35360,5.1,10.68,11,13.81,23.87,26.07,22210,22880,28730,49660,54230,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,30,8.6,1,0.86,,,25.07,52150,2.2,20.41,20.86,23.47,27.57,29.78,42440,43390,48820,57350,61940,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3051,Motorboat Mechanics and Service Technicians,detailed,80,35.7,0.083,0.54,,,17.25,35880,11.6,9.24,12.9,20,20,21.25,19220,26840,41600,41600,44200,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-3051,Motorboat Mechanics and Service Technicians,detailed,30,18.2,0.92,6.01,,,21.45,44610,8.1,13.06,13.06,23.24,24.54,30.34,27160,27160,48350,51050,63110,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,140,30.2,0.155,0.65,,,11.67,24270,2.5,8.82,10.12,11.39,13.5,15.06,18350,21060,23690,28080,31330,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-3093,Tire Repairers and Changers,detailed,40,10.6,0.682,1.02,,,11.48,23880,9,10.38,10.52,10.52,11.06,14.94,21580,21880,21880,23000,31080,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-3093,Tire Repairers and Changers,detailed,620,16,0.666,1,,,11.03,22930,3.4,9.02,9.65,9.89,10.28,14.09,18760,20060,20580,21370,29300,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9011,Mechanical Door Repairers,detailed,260,22.5,0.281,1.53,,,11.04,22950,3.1,9.04,9.74,10.82,11.21,14.29,18810,20260,22510,23310,29710,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,100,46.3,0.107,0.34,,,13.71,28520,5.5,9.28,10.31,11.53,17.07,20.4,19300,21440,23970,35510,42440,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,280,18.1,4.357,1.66,,,21.91,45570,4,13.66,16.81,20.22,23.42,32.51,28410,34970,42060,48720,67620,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,1280,9,1.381,0.53,,,13.98,29070,1.6,9.1,10.69,13.12,15.14,19.99,18930,22240,27290,31500,41570,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,80,12.2,2.293,0.88,,,23.71,49320,2.5,15.9,19.85,21.78,28.5,32.3,33080,41290,45300,59280,67180,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9041,Industrial Machinery Mechanics,detailed,140,10.8,2.198,0.81,,,24.6,51160,1.7,17.17,21.67,25.08,27.88,30.18,35710,45060,52170,57990,62770,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9041,Industrial Machinery Mechanics,detailed,3000,3.1,3.231,1.19,,,17.2,35770,1.1,10.68,13.42,16.14,20.64,24.73,22210,27920,33570,42920,51450,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9043,"Maintenance Workers, Machinery",detailed,50,35.3,0.751,1.97,,,20.05,41710,5.5,9.82,14.89,18.49,25.16,27.5,20420,30980,38460,52330,57210,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9043,"Maintenance Workers, Machinery",detailed,260,21.1,0.277,0.72,,,11.22,23330,3.9,8.62,8.75,9.07,13.12,18.21,17940,18200,18860,27290,37870,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9051,Electrical Power-Line Installers and Repairers,detailed,60,6.4,0.881,1.11,,,25.7,53460,1.8,17.98,20.23,24.19,30.72,37.46,37400,42080,50310,63900,77920,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9051,Electrical Power-Line Installers and Repairers,detailed,350,17,0.375,0.47,,,31.6,65730,3.3,22.95,27.2,31.53,36.54,37.47,47740,56570,65580,76010,77940,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9052,Telecommunications Line Installers and Repairers,detailed,60,8.4,0.949,1.46,,,25.97,54010,5.7,15.41,16.37,25.58,38.94,38.94,32050,34060,53200,81000,81000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9052,Telecommunications Line Installers and Repairers,detailed,1590,16.7,1.712,2.63,,,15.17,31560,3.1,9.91,10.82,14.06,18,21.6,20620,22500,29250,37430,44940,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-9052,Telecommunications Line Installers and Repairers,detailed,40,19.4,1.041,1.6,,,32.77,68160,9.9,21.5,27.09,27.29,41.98,41.99,44710,56340,56760,87320,87340,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9062,Medical Equipment Repairers,detailed,40,16.7,0.541,1.28,,,18.22,37910,3.7,12.5,15.17,15.17,22.98,25.58,25990,31540,31540,47810,53200,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9062,Medical Equipment Repairers,detailed,370,13.9,0.394,0.93,,,16.73,34790,4.1,10.3,13.19,14.89,19.07,24.98,21430,27440,30970,39670,51950,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,**,**,**,**,,,17.93,37300,5.5,13.71,14.44,17.07,20.43,22.13,28520,30030,35510,42490,46030,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9071,"Maintenance and Repair Workers, General",detailed,890,7.2,13.821,1.4,,,14.78,30730,0.8,10.46,11.29,13.77,17.06,18.87,21760,23490,28650,35490,39250,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9071,"Maintenance and Repair Workers, General",detailed,11550,3,12.442,1.26,,,12.06,25080,0.7,8.5,9.23,10.26,12.94,18.46,17680,19200,21350,26920,38390,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,49-9071,"Maintenance and Repair Workers, General",detailed,680,6.9,20.152,2.04,,,19.96,41510,3,13.21,15.38,18.63,22.4,28.8,27470,31990,38740,46600,59910,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,360,31.7,0.391,1.64,,,12.36,25710,17.9,8.5,8.5,9.07,17.61,17.62,17680,17680,18860,36640,36650,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9096,Riggers,detailed,**,**,**,**,,,14.47,30100,9.8,11.02,12.15,14.88,14.88,17.96,22920,25280,30950,30950,37350,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,310,17.5,4.752,7.08,,,12.67,26360,3,9.84,10.44,11.21,14.37,17.4,20460,21720,23310,29900,36200,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,1940,6.3,2.092,3.12,,,11.49,23900,1.2,8.78,9.23,10.07,11.8,16.5,18260,19200,20950,24540,34320,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,70,19,1.139,0.98,,,19.05,39630,6.4,10.7,10.7,15.35,27.64,32.51,22250,22260,31930,57490,67620,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,310,14.3,0.335,0.29,,,16.73,34800,3.9,9.86,10.72,13.8,23.03,26.07,20510,22300,28690,47900,54230,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,1620,4.8,25.004,0.43,,,16.91,35160,1.1,9.99,10.91,13.77,21.27,27.62,20780,22690,28640,44250,57440,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,63830,0.8,68.76,1.19,,,13.07,27190,0.3,8.88,9.41,10.96,14.07,19.36,18470,19560,22800,29270,40270,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,710,4.8,20.992,0.36,,,21.22,44130,2.7,12.59,13.89,18.28,26.26,34.93,26190,28890,38030,54610,72650,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,120,8.9,1.854,0.42,,,28.36,58990,2.9,14.2,17.27,27.5,35.79,46.75,29530,35920,57200,74430,97230,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,4830,1.4,5.202,1.18,,,22.31,46400,0.8,11.06,14.26,18.5,28.51,37.7,23010,29660,38480,59300,78420,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,70,9.5,2.133,0.48,,,29.01,60330,5.1,18.25,23.13,26.83,32.2,43.21,37950,48110,55810,66970,89880,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-2021,"Coil Winders, Tapers, and Finishers",detailed,470,6.2,0.511,6.52,,,9.05,18820,0.3,8.94,8.94,8.94,8.94,9.78,18580,18580,18580,18590,20340,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,3390,1.6,3.651,2.07,,,13.55,28180,1,10.77,10.92,14.12,14.2,17.99,22400,22720,29370,29540,37420,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-2041,Structural Metal Fabricators and Fitters,detailed,90,37.4,0.093,0.24,,,12.23,25440,6.5,10.23,10.84,11.01,12.99,14.5,21270,22540,22900,27010,30160,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-2090,Miscellaneous Assemblers and Fabricators,detailed,11090,2.9,11.952,1.22,,,11.37,23650,0.4,9.39,10,10.49,12.2,14.15,19520,20790,21820,25380,29430,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-3011,Bakers,detailed,1900,5,2.052,1.41,,,10.3,21430,1.5,8.72,8.98,9.84,10.43,12.65,18140,18680,20460,21700,26310,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,51-3021,Butchers and Meat Cutters,detailed,70,28.3,1.064,1.18,,,15.85,32960,7.6,11.12,11.43,13.11,18.29,24.14,23140,23780,27270,38040,50210,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,51-3021,Butchers and Meat Cutters,detailed,2180,6.1,2.349,2.62,,,10.66,22180,1.5,8.56,8.81,10.07,11.07,13.67,17810,18330,20940,23020,28420,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,51-3021,Butchers and Meat Cutters,detailed,60,17.2,1.673,1.86,,,13.45,27980,3.6,10.61,11.04,13.31,13.6,17.33,22070,22960,27680,28280,36050,,
